type_a,type_b,impact_a,impact_b,flow_after,joint_impact,synergy
SApp,SNpp52,310,85,10252,395,0
SApp,JO-EV1,310,84,10253,394,0
SApp,BM,310,84,10253,394,0
SApp,SNta20,310,82,10255,392,0
SApp,JO-CM,310,76,10261,386,0
SApp,SNpp30,310,75,10262,385,0
SApp,BM_InOm,310,72,10265,382,0
SApp,SNpp40,310,72,10265,382,0
SApp10,SNppxx,166,216,10265,382,0
"SApp09,SApp22",SNppxx,164,216,10267,380,0
SApp,DNx02,310,68,10269,378,0
SApp,LgLG3,310,65,10272,375,0
SApp,JO-ED2_b,310,64,10273,374,0
SApp,SNpp45,310,64,10273,374,0
SApp,JO-EV6,310,62,10275,372,0
SApp,SNpp50,310,59,10278,369,0
SApp,JO-ED2_a,310,56,10281,366,0
SApp,SNpp39,310,56,10281,366,0
SApp,SNch01,310,56,10281,366,0
SApp,JO-FV,310,55,10282,365,0
SApp,JO-EV5,310,54,10283,364,0
SApp,SNta30,310,53,10284,363,0
SApp,SNta25,310,52,10285,362,0
SApp,SAxx02,310,51,10286,361,0
SApp,SNxx03,310,51,10286,361,0
SApp,SNxx23,310,50,10287,360,0
SApp,SNxx04,310,50,10287,360,0
SApp,"SNta11,SNta14",310,49,10288,359,0
SApp,SAxx01,310,47,10290,357,0
SApp,SNxx29,310,47,10290,357,0
SApp,SNta11,310,47,10290,357,0
SApp,SNpp51,310,47,10290,357,0
SApp,aPhM2a,310,46,10291,356,0
SApp,JO-mz,310,46,10291,356,0
SApp,SNta03,310,46,10291,356,0
SApp,SNta28,310,46,10291,356,0
SApp,SNxx20,310,44,10293,354,0
SApp,LgAG1,310,44,10293,354,0
SApp,SNpp60,310,44,10293,354,0
SApp,"SNta02,SNta09",310,43,10294,353,0
SApp,JO-EV2,310,42,10295,352,0
SApp,SNpp32,310,42,10295,352,0
SApp,LgLG1a,310,41,10296,351,0
SApp,SNpp43,310,41,10296,351,0
SApp,TPMN1,310,40,10297,350,0
SApp,SNxx15,310,40,10297,350,0
SApp,LgLG1b,310,39,10298,349,0
SApp,JO-ED2_c,310,39,10298,349,0
SApp,SNpp47,310,39,10298,349,0
SApp,SNpp33,310,39,10298,349,0
SApp,SNxx25,310,38,10299,348,0
SApp,claw_tpGRN,310,37,10300,347,0
SApp,JO-A2,310,36,10301,346,0
SApp,SNpp16,310,36,10301,346,0
SApp,SNxx14,310,36,10301,346,0
SApp,SNch10,310,36,10301,346,0
SApp,SNta18,310,36,10301,346,0
SApp,ORN_DP1m,310,35,10302,345,0
SApp,ORN_VL2a,310,34,10303,344,0
SApp,ORN_DA1,310,34,10303,344,0
SApp,BM_Vib,310,34,10303,344,0
SApp,PhG1c,310,34,10303,344,0
SApp,WG3,310,33,10304,343,0
SApp,SNta31,310,33,10304,343,0
SNxx07,SApp,32,310,10305,342,0
SApp,aPhM3,310,32,10305,342,0
SApp,HRN_VP4,310,31,10306,341,0
SApp,HRN_VP1d,310,31,10306,341,0
SApp,JO-ED1,310,31,10306,341,0
SApp,SNpp23,310,30,10307,340,0
SApp,JO-CL,310,30,10307,340,0
SApp,SNpp41,310,30,10307,340,0
SApp,aPhM5,310,29,10308,339,0
SApp,SNxx11,310,29,10308,339,0
SApp,ORN_DC4,310,29,10308,339,0
SApp,LB1c,310,29,10308,339,0
SApp,"SNpp29,SNpp63",310,29,10308,339,0
SApp,SNta14,310,28,10309,338,0
SApp,ENS2,310,28,10309,338,0
SApp,ORN_DP1l,310,28,10309,338,0
SApp,ORN_VA6,310,28,10309,338,0
SApp,ENS4,310,28,10309,338,0
SApp,SNta26,310,28,10309,338,0
SApp,GNG643,310,27,10310,337,0
SApp,LB3d,310,27,10310,337,0
SApp,SNxx02,310,27,10310,337,0
SApp,BM_Hau,310,27,10310,337,0
SApp,JO-B4_b,310,27,10310,337,0
SApp,SApp23,310,27,10310,337,0
SApp,ORN_VL2p,310,27,10310,337,0
SApp,TPMN2,310,26,10311,336,0
SApp,ORN_DM1,310,26,10311,336,0
SApp,SNpp10,310,26,10311,336,0
SApp,LB3c,310,25,10312,335,0
SApp,SNxx26,310,25,10312,335,0
SApp,ORN_VA2,310,25,10312,335,0
SApp,TRN_VP1m,310,24,10313,334,0
SApp,SNpp02,310,24,10313,334,0
SApp,WG4,310,23,10314,333,0
SApp,ORN_D,310,23,10314,333,0
SApp,aPhM1,310,22,10315,332,0
SApp,BM_Vt_PoOc,310,22,10315,332,0
SApp,PhG9,310,22,10315,332,0
SApp,ORN_DC1,310,22,10315,332,0
SApp,SNpp62,310,22,10315,332,0
SApp,SNpp58,310,22,10315,332,0
SApp,SNxx19,310,22,10315,332,0
SApp,SNxx21,310,22,10315,332,0
SApp,JO-B3,310,22,10315,332,0
SApp,JO-A3,310,21,10316,331,0
SApp,ORN_VM6v,310,21,10316,331,0
SApp,SNxx17,310,21,10316,331,0
SApp,ORN_DL2v,310,21,10316,331,0
SApp,SNxx08,310,20,10317,330,0
SApp,GNG644,310,20,10317,330,0
SApp,ORN_DL5,310,20,10317,330,0
SApp,WG2,310,20,10317,330,0
SApp,LgAG3,310,20,10317,330,0
SApp,PhG1b,310,20,10317,330,0
SApp,BM_vOcci_vPoOr,310,20,10317,330,0
SApp,LB1e,310,20,10317,330,0
SApp,SNxx30,310,20,10317,330,0
SApp,aPhM4,310,19,10318,329,0
SApp,LB3a,310,19,10318,329,0
SApp,LgAG5,310,19,10318,329,0
SApp,LgAG7,310,19,10318,329,0
SApp,ORN_DL2d,310,19,10318,329,0
SApp,JO-B1_a,310,19,10318,329,0
SApp,SNta13,310,19,10318,329,0
SApp,TRN_VP3a,310,18,10319,328,0
SApp,TRN_VP2,310,18,10319,328,0
SApp,aPhM2b,310,18,10319,328,0
SApp,ORN_VC1,310,18,10319,328,0
SApp,ORN_VM7d,310,18,10319,328,0
SApp,LgAG2,310,18,10319,328,0
SApp,DNx01,310,18,10319,328,0
SApp08,SNppxx,112,216,10319,328,0
SApp,LB3b,310,17,10320,327,0
SApp,ORN_VA1v,310,17,10320,327,0
SApp,JO-A1,310,17,10320,327,0
SApp,SNpp05,310,17,10320,327,0
SApp,SNxx28,310,17,10320,327,0
SApp,ORN_VM5v,310,17,10320,327,0
SApp,SNpp31,310,17,10320,327,0
SApp,SNpp17,310,17,10320,327,0
SApp,SNpp01,310,17,10320,327,0
SApp,GNG642,310,16,10321,326,0
SApp,ORN_V,310,16,10321,326,0
SApp,PhG10,310,16,10321,326,0
SApp,ORN_VL1,310,16,10321,326,0
SApp,LgLG4,310,16,10321,326,0
SApp,ORN_VM5d,310,16,10321,326,0
SApp,SNpp11,310,16,10321,326,0
SApp,ALBN1,310,16,10321,326,0
SApp,ENS5,310,16,10321,326,0
SApp,dorsal_tpGRN,310,16,10321,326,0
SApp,JO-CA2,310,16,10321,326,0
SApp,R7_unclear,310,15,10322,325,0
SApp,WG1,310,15,10322,325,0
SApp,LgAG9,310,15,10322,325,0
SApp,ORN_VA1d,310,15,10322,325,0
SApp,SNpp57,310,15,10322,325,0
SApp,LB1b,310,15,10322,325,0
SApp,SNpp12,310,15,10322,325,0
SApp,PhG8,310,15,10322,325,0
SApp,GNG654,310,14,10323,324,0
SApp,HRN_VP5,310,14,10323,324,0
SApp,LB4b,310,14,10323,324,0
SApp,SNxx24,310,14,10323,324,0
SApp,ORN_VC5,310,14,10323,324,0
SApp,PhG4,310,14,10323,324,0
SApp,SNpp06,310,14,10323,324,0
SApp,BM_MaPa,310,14,10323,324,0
SApp,PhG14,310,14,10323,324,0
SApp,SNpp56,310,14,10323,324,0
SApp,JO-B2,310,14,10323,324,0
SApp,JO-B1_c,310,14,10323,324,0
SApp,R7d,310,13,10324,323,0
SApp,LgLG6,310,13,10324,323,0
SApp,ORN_DM2,310,13,10324,323,0
SApp,DNg20,310,13,10324,323,0
SApp,SNxx06,310,13,10324,323,0
SApp,SNpp15,310,13,10324,323,0
SApp,ORN_DA2,310,13,10324,323,0
SApp,PhG16,310,13,10324,323,0
SApp,SNpp18,310,13,10324,323,0
SApp,LgAG8,310,13,10324,323,0
SApp,ENS3,310,12,10325,322,0
SApp,ORN_VM4,310,12,10325,322,0
SApp,ENS1,310,12,10325,322,0
SApp,PhG13,310,12,10325,322,0
SApp,ORN_DC2,310,12,10325,322,0
SApp,SNpp37,310,12,10325,322,0
SApp,ORN_VC4,310,12,10325,322,0
SApp,R7y,310,11,10326,321,0
SApp,R7p,310,11,10326,321,0
SApp,R8p,310,11,10326,321,0
SApp,SNxx09,310,11,10326,321,0
SApp,LgLG2,310,11,10326,321,0
SApp,R8_unclear,310,11,10326,321,0
SApp,LB1a,310,11,10326,321,0
SApp,SNpp21,310,11,10326,321,0
SApp,ORN_VM7v,310,11,10326,321,0
SApp,ORN_DL1,310,11,10326,321,0
SApp10,SNta29,166,155,10326,321,0
SApp,R8y,310,10,10327,320,0
SApp,HRN_VP1l,310,10,10327,320,0
SApp,PhG6,310,10,10327,320,0
SApp,LN-DN1,310,10,10327,320,0
SApp,ORN_DM4,310,10,10327,320,0
SApp,ORN_DM6,310,10,10327,320,0
SApp,ORN_VA3,310,10,10327,320,0
SApp,LgLG8,310,9,10328,319,0
SApp,LB4a,310,9,10328,319,0
SApp,PhG3,310,9,10328,319,0
SApp,SApp21,310,9,10328,319,0
SApp,LgAG6,310,9,10328,319,0
SApp,tpn MN,310,9,10328,319,0
SApp,JO-B4_a,310,9,10328,319,0
"SApp09,SApp22",SNta29,164,155,10328,319,0
SApp,LgLG5,310,8,10329,318,0
SApp,HBeyelet,310,8,10329,318,0
SApp,PhG1a,310,8,10329,318,0
SApp,LgLG7,310,7,10330,317,0
SApp,DNg83,310,7,10330,317,0
SApp,ORN_DL3,310,7,10330,317,0
SApp,ORN_DM3,310,7,10330,317,0
SApp,ORN_DA3,310,5,10332,315,0
SApp,R8d,310,3,10334,313,0
"SApp06,SApp15",SNppxx,97,216,10334,313,0
BM_Taste,SNppxx,92,216,10339,308,0
JO-EV3,SNppxx,91,216,10340,307,0
JO-EV1,SNppxx,84,216,10347,300,0
JO-CM,SNppxx,76,216,10355,292,0
SNpp40,SNppxx,72,216,10359,288,0
DNx02,SNppxx,68,216,10363,284,0
SApp10,SNxx33,166,116,10365,282,0
"SApp09,SApp22",SNxx33,164,116,10367,280,0
JO-ED2_b,SNppxx,64,216,10367,280,0
JO-EV6,SNppxx,62,216,10369,278,0
"SApp09,SApp22",SApp08,164,112,10371,276,0
SApp10,SNta37,166,107,10374,273,0
JO-ED2_a,SNppxx,56,216,10375,272,0
SNch01,SNppxx,56,216,10375,272,0
SNppxx,SApp04,216,56,10375,272,0
"SApp09,SApp22",SNta37,164,107,10376,271,0
JO-FV,SNppxx,55,216,10376,271,0
JO-EV5,SNppxx,54,216,10377,270,0
SApp10,SNta21,166,103,10378,269,0
"SApp09,SApp22",SNta21,164,103,10380,267,0
SApp08,SNta29,112,155,10380,267,0
SNxx03,SNppxx,51,216,10380,267,0
SNxx23,SNppxx,50,216,10381,266,0
SApp19,SNppxx,50,216,10381,266,0
SNxx04,SNppxx,50,216,10381,266,0
SAxx01,SNppxx,47,216,10384,263,0
SNxx29,SNppxx,47,216,10384,263,0
aPhM2a,SNppxx,46,216,10385,262,0
JO-mz,SNppxx,46,216,10385,262,0
SNta03,SNppxx,46,216,10385,262,0
SNxx20,SNppxx,44,216,10387,260,0
LgAG1,SNppxx,44,216,10387,260,0
SNpp60,SNppxx,44,216,10387,260,0
BM_Taste,SApp10,92,166,10389,258,0
JO-EV2,SNppxx,42,216,10389,258,0
SNppxx,SNpp32,216,42,10389,258,0
JO-EV3,SApp10,91,166,10390,257,0
LgLG1a,SNppxx,41,216,10390,257,0
SNppxx,SNpp43,216,41,10390,257,0
TPMN1,SNppxx,40,216,10391,256,0
BM_Taste,"SApp09,SApp22",92,164,10391,256,0
SNxx15,SNppxx,40,216,10391,256,0
JO-EV3,"SApp09,SApp22",91,164,10392,255,0
JO-ED2_c,SNppxx,39,216,10392,255,0
SNppxx,SNpp47,216,39,10392,255,0
SNppxx,SNpp33,216,39,10392,255,0
SNppxx,SNxx25,216,38,10393,254,0
claw_tpGRN,SNppxx,37,216,10394,253,0
"SApp06,SApp15",SNta29,97,155,10395,252,0
JO-A2,SNppxx,36,216,10395,252,0
SNpp16,SNppxx,36,216,10395,252,0
SNppxx,SNxx14,216,36,10395,252,0
SNppxx,SNch10,216,36,10395,252,0
SNppxx,SNta18,216,36,10395,252,0
SApp10,SNta38,166,85,10396,251,0
SApp10,SNpp52,166,85,10396,251,0
ORN_DP1m,SNppxx,35,216,10396,251,0
SNppxx,"SApp11,SApp18",216,35,10396,251,0
SApp10,BM,166,84,10397,250,0
ORN_VL2a,SNppxx,34,216,10397,250,0
ORN_DA1,SNppxx,34,216,10397,250,0
BM_Vib,SNppxx,34,216,10397,250,0
SNppxx,PhG1c,216,34,10397,250,0
"SApp09,SApp22",SNta38,164,85,10398,249,0
"SApp09,SApp22",SNpp52,164,85,10398,249,0
WG3,SNppxx,33,216,10398,249,0
SNxx07,SNppxx,32,216,10399,248,0
"SApp09,SApp22",JO-EV1,164,84,10399,248,0
"SApp09,SApp22",BM,164,84,10399,248,0
SApp10,SNta20,166,82,10399,248,0
aPhM3,SNppxx,32,216,10399,248,0
SNppxx,SApp14,216,32,10399,248,0
SNppxx,SNpp07,216,32,10399,248,0
BM_Taste,SNta29,92,155,10400,247,0
HRN_VP4,SNppxx,31,216,10400,247,0
HRN_VP1d,SNppxx,31,216,10400,247,0
SNppxx,JO-ED1,216,31,10400,247,0
SNppxx,SApp13,216,31,10400,247,0
JO-EV3,SNta29,91,155,10401,246,0
"SApp09,SApp22",SNta20,164,82,10401,246,0
SNpp23,SNppxx,30,216,10401,246,0
SNppxx,JO-CL,216,30,10401,246,0
SNppxx,SNpp41,216,30,10401,246,0
aPhM5,SNppxx,29,216,10402,245,0
SNxx11,SNppxx,29,216,10402,245,0
ORN_DC4,SNppxx,29,216,10402,245,0
SNppxx,LB1c,216,29,10402,245,0
SNppxx,"SNpp29,SNpp63",216,29,10402,245,0
ENS2,SNppxx,28,216,10403,244,0
ORN_DP1l,SNppxx,28,216,10403,244,0
SNppxx,ORN_VA6,216,28,10403,244,0
SNppxx,ENS4,216,28,10403,244,0
GNG643,SNppxx,27,216,10404,243,0
LB3d,SNppxx,27,216,10404,243,0
SNxx02,SNppxx,27,216,10404,243,0
BM_Hau,SNppxx,27,216,10404,243,0
JO-B4_b,SNppxx,27,216,10404,243,0
SNppxx,SApp23,216,27,10404,243,0
SNppxx,ORN_VL2p,216,27,10404,243,0
TPMN2,SNppxx,26,216,10405,242,0
ORN_DM1,SNppxx,26,216,10405,242,0
SNppxx,SNpp10,216,26,10405,242,0
SNppxx,SApp01,216,26,10405,242,0
SApp10,SNpp30,166,75,10406,241,0
LB3c,SNppxx,25,216,10406,241,0
SNppxx,SNxx26,216,25,10406,241,0
SNppxx,ORN_VA2,216,25,10406,241,0
"SApp09,SApp22",JO-CM,164,76,10407,240,0
TRN_VP1m,SNppxx,24,216,10407,240,0
SNppxx,SNpp02,216,24,10407,240,0
JO-EV1,SNta29,84,155,10408,239,0
BM,SNta29,84,155,10408,239,0
SNppxx,ORN_D,216,23,10408,239,0
SApp10,BM_InOm,166,72,10409,238,0
SApp10,SNpp40,166,72,10409,238,0
aPhM1,SNppxx,22,216,10409,238,0
BM_Vt_PoOc,SNppxx,22,216,10409,238,0
PhG9,SNppxx,22,216,10409,238,0
ORN_DC1,SNppxx,22,216,10409,238,0
SNppxx,SNpp62,216,22,10409,238,0
SNppxx,SNpp58,216,22,10409,238,0
SNppxx,SNxx19,216,22,10409,238,0
SNppxx,SNxx21,216,22,10409,238,0
SNppxx,JO-B3,216,22,10409,238,0
JO-A3,SNppxx,21,216,10410,237,0
ORN_VM6v,SNppxx,21,216,10410,237,0
SNppxx,SNxx17,216,21,10410,237,0
SNppxx,ORN_DL2v,216,21,10410,237,0
SNxx08,SNppxx,20,216,10411,236,0
"SApp09,SApp22",BM_InOm,164,72,10411,236,0
"SApp09,SApp22",SNpp40,164,72,10411,236,0
GNG644,SNppxx,20,216,10411,236,0
SNppxx,ORN_DL5,216,20,10411,236,0
SNppxx,LgAG3,216,20,10411,236,0
SNppxx,PhG1b,216,20,10411,236,0
SNppxx,BM_vOcci_vPoOr,216,20,10411,236,0
SNppxx,LB1e,216,20,10411,236,0
aPhM4,SNppxx,19,216,10412,235,0
LB3a,SNppxx,19,216,10412,235,0
SNppxx,SNpp35,216,19,10412,235,0
SNppxx,LgAG5,216,19,10412,235,0
SNppxx,LgAG7,216,19,10412,235,0
SNppxx,ORN_DL2d,216,19,10412,235,0
SNppxx,JO-B1_a,216,19,10412,235,0
SNppxx,SNta13,216,19,10412,235,0
DNx02,SApp10,68,166,10413,234,0
TRN_VP3a,SNppxx,18,216,10413,234,0
SNppxx,TRN_VP2,216,18,10413,234,0
SNppxx,aPhM2b,216,18,10413,234,0
SNppxx,ORN_VC1,216,18,10413,234,0
SNppxx,ORN_VM7d,216,18,10413,234,0
SNppxx,LgAG2,216,18,10413,234,0
LB3b,SNppxx,17,216,10414,233,0
SNppxx,ORN_VA1v,216,17,10414,233,0
SNppxx,JO-A1,216,17,10414,233,0
SNppxx,SNpp05,216,17,10414,233,0
SNppxx,SNxx28,216,17,10414,233,0
SNppxx,ORN_VM5v,216,17,10414,233,0
SNppxx,SNpp31,216,17,10414,233,0
SNppxx,SNpp17,216,17,10414,233,0
SNppxx,SNpp01,216,17,10414,233,0
"SApp09,SApp22",DNx02,164,68,10415,232,0
GNG642,SNppxx,16,216,10415,232,0
SNppxx,ORN_V,216,16,10415,232,0
SNppxx,PhG10,216,16,10415,232,0
SNppxx,ORN_VL1,216,16,10415,232,0
SNppxx,LgLG4,216,16,10415,232,0
SNppxx,ORN_VM5d,216,16,10415,232,0
SNppxx,SNpp11,216,16,10415,232,0
SNppxx,ALBN1,216,16,10415,232,0
SNppxx,ENS5,216,16,10415,232,0
SNppxx,dorsal_tpGRN,216,16,10415,232,0
SNppxx,JO-CA2,216,16,10415,232,0
R7_unclear,SNppxx,15,216,10416,231,0
SApp10,LgLG3,166,65,10416,231,0
JO-CM,SNta29,76,155,10416,231,0
WG1,SNppxx,15,216,10416,231,0
SNppxx,LgAG9,216,15,10416,231,0
SNppxx,ORN_VA1d,216,15,10416,231,0
SNppxx,SNpp57,216,15,10416,231,0
SNppxx,LB1b,216,15,10416,231,0
SNppxx,SNpp12,216,15,10416,231,0
SNppxx,PhG8,216,15,10416,231,0
SApp10,JO-ED2_b,166,64,10417,230,0
SApp10,SNpp45,166,64,10417,230,0
SNppxx,GNG654,216,14,10417,230,0
SNppxx,HRN_VP5,216,14,10417,230,0
SNppxx,LB4b,216,14,10417,230,0
SNppxx,SNxx24,216,14,10417,230,0
SNppxx,ORN_VC5,216,14,10417,230,0
SNppxx,PhG4,216,14,10417,230,0
SNppxx,SNpp06,216,14,10417,230,0
SNppxx,BM_MaPa,216,14,10417,230,0
SNppxx,PhG14,216,14,10417,230,0
SNppxx,SNpp56,216,14,10417,230,0
SNppxx,JO-B2,216,14,10417,230,0
SNppxx,JO-B1_c,216,14,10417,230,0
SNpp30,SNta29,75,155,10417,230,0
"SApp09,SApp22",LgLG3,164,65,10418,229,0
R7d,SNppxx,13,216,10418,229,0
LgLG6,SNppxx,13,216,10418,229,0
ORN_DM2,SNppxx,13,216,10418,229,0
SNppxx,DNg20,216,13,10418,229,0
SNppxx,SNxx06,216,13,10418,229,0
SNppxx,SNpp15,216,13,10418,229,0
SNppxx,ORN_DA2,216,13,10418,229,0
SNppxx,PhG16,216,13,10418,229,0
SNppxx,SNpp18,216,13,10418,229,0
SNppxx,LgAG8,216,13,10418,229,0
"SApp09,SApp22",JO-ED2_b,164,64,10419,228,0
"SApp09,SApp22",SNpp45,164,64,10419,228,0
SApp08,SNxx33,112,116,10419,228,0
SNppxx,ENS3,216,12,10419,228,0
SNppxx,ORN_VM4,216,12,10419,228,0
SNppxx,ENS1,216,12,10419,228,0
SNppxx,PhG13,216,12,10419,228,0
SNppxx,ORN_DC2,216,12,10419,228,0
SNppxx,SNpp37,216,12,10419,228,0
SNppxx,ORN_VC4,216,12,10419,228,0
SNppxx,b2 MN,216,12,10419,228,0
R7y,SNppxx,11,216,10420,227,0
R7p,SNppxx,11,216,10420,227,0
R8p,SNppxx,11,216,10420,227,0
SNxx09,SNppxx,11,216,10420,227,0
LgLG2,SNppxx,11,216,10420,227,0
R8_unclear,SNppxx,11,216,10420,227,0
SNppxx,LB1a,216,11,10420,227,0
SNppxx,SNpp21,216,11,10420,227,0
SNppxx,ORN_VM7v,216,11,10420,227,0
SNppxx,ORN_DL1,216,11,10420,227,0
"SApp09,SApp22",JO-EV6,164,62,10421,226,0
R8y,SNppxx,10,216,10421,226,0
SNppxx,HRN_VP1l,216,10,10421,226,0
SNppxx,PhG6,216,10,10421,226,0
SNppxx,LN-DN1,216,10,10421,226,0
SNppxx,ORN_DM4,216,10,10421,226,0
SNppxx,ORN_DM6,216,10,10421,226,0
SNppxx,ORN_VA3,216,10,10421,226,0
SApp10,SNpp50,166,59,10422,225,0
LgLG8,SNppxx,9,216,10422,225,0
SNppxx,LB4a,216,9,10422,225,0
SNppxx,PhG3,216,9,10422,225,0
SNppxx,SApp21,216,9,10422,225,0
SNppxx,LgAG6,216,9,10422,225,0
SNppxx,tpn MN,216,9,10422,225,0
SNppxx,JO-B4_a,216,9,10422,225,0
LgLG5,SNppxx,8,216,10423,224,0
SNppxx,HBeyelet,216,8,10423,224,0
SNppxx,PhG1a,216,8,10423,224,0
"SApp09,SApp22",SNpp50,164,59,10424,223,0
DNx02,SNta29,68,155,10424,223,0
SNppxx,LgLG7,216,7,10424,223,0
SNppxx,DNg83,216,7,10424,223,0
SNppxx,ORN_DL3,216,7,10424,223,0
SNppxx,ORN_DM3,216,7,10424,223,0
SApp10,SNpp39,166,56,10425,222,0
SApp10,SNch01,166,56,10425,222,0
SApp10,JO-FV,166,55,10426,221,0
SNppxx,ORN_DA3,216,5,10426,221,0
"SApp09,SApp22",JO-ED2_a,164,56,10427,220,0
"SApp09,SApp22",SNpp39,164,56,10427,220,0
"SApp09,SApp22",SNch01,164,56,10427,220,0
"SApp09,SApp22",SApp04,164,56,10427,220,0
JO-EV5,SApp10,54,166,10427,220,0
LgLG3,SNta29,65,155,10427,220,0
"SApp09,SApp22",JO-FV,164,55,10428,219,0
SApp08,SNta37,112,107,10428,219,0
SApp10,SNta30,166,53,10428,219,0
JO-ED2_b,SNta29,64,155,10428,219,0
SNppxx,R8d,216,3,10428,219,0
"SApp09,SApp22",JO-EV5,164,54,10429,218,0
SApp10,SNta25,166,52,10429,218,0
"SApp09,SApp22",SNta30,164,53,10430,217,0
SApp10,SAxx02,166,51,10430,217,0
SApp10,SNxx03,166,51,10430,217,0
JO-EV6,SNta29,62,155,10430,217,0
"SApp09,SApp22",SNta25,164,52,10431,216,0
SNxx23,SApp10,50,166,10431,216,0
SApp10,SNxx04,166,50,10431,216,0
"SApp09,SApp22",SAxx02,164,51,10432,215,0
"SApp09,SApp22",SNxx03,164,51,10432,215,0
SApp08,SNta21,112,103,10432,215,0
SApp10,"SNta11,SNta14",166,49,10432,215,0
"SApp09,SApp22",SNxx23,164,50,10433,214,0
"SApp09,SApp22",SNxx04,164,50,10433,214,0
"SApp09,SApp22","SNta11,SNta14",164,49,10434,213,0
SNpp19,SNxx33,97,116,10434,213,0
SApp10,SAxx01,166,47,10434,213,0
SApp10,SNxx29,166,47,10434,213,0
SApp10,SNta11,166,47,10434,213,0
SApp10,SNpp51,166,47,10434,213,0
"SApp06,SApp15",SNxx33,97,116,10434,213,0
SApp10,aPhM2a,166,46,10435,212,0
SApp10,JO-mz,166,46,10435,212,0
SApp10,SNta03,166,46,10435,212,0
SApp10,SNta28,166,46,10435,212,0
"SApp09,SApp22",SAxx01,164,47,10436,211,0
"SApp09,SApp22",SNxx29,164,47,10436,211,0
"SApp09,SApp22",SNta11,164,47,10436,211,0
"SApp09,SApp22",SNpp51,164,47,10436,211,0
JO-ED2_a,SNta29,56,155,10436,211,0
SNch01,SNta29,56,155,10436,211,0
SNta29,SApp04,155,56,10436,211,0
"SApp09,SApp22",aPhM2a,164,46,10437,210,0
"SApp09,SApp22",JO-mz,164,46,10437,210,0
"SApp09,SApp22",SNta03,164,46,10437,210,0
"SApp09,SApp22",SNta28,164,46,10437,210,0
SApp10,SNxx20,166,44,10437,210,0
SApp10,LgAG1,166,44,10437,210,0
SApp10,SNpp60,166,44,10437,210,0
JO-EV5,SNta29,54,155,10438,209,0
SApp10,"SNta02,SNta09",166,43,10438,209,0
BM_Taste,SNxx33,92,116,10439,208,0
"SApp09,SApp22",SNxx20,164,44,10439,208,0
"SApp09,SApp22",LgAG1,164,44,10439,208,0
"SApp09,SApp22",SNpp60,164,44,10439,208,0
SApp10,JO-EV2,166,42,10439,208,0
SApp10,SNpp32,166,42,10439,208,0
JO-EV3,SNxx33,91,116,10440,207,0
"SApp09,SApp22","SNta02,SNta09",164,43,10440,207,0
SApp10,LgLG1a,166,41,10440,207,0
SApp10,SNpp43,166,41,10440,207,0
TPMN1,SApp10,40,166,10441,206,0
"SApp09,SApp22",JO-EV2,164,42,10441,206,0
"SApp09,SApp22",SNpp32,164,42,10441,206,0
SApp10,SNxx15,166,40,10441,206,0
"SApp09,SApp22",LgLG1a,164,41,10442,205,0
"SApp09,SApp22",SNpp43,164,41,10442,205,0
SNxx23,SNta29,50,155,10442,205,0
SApp10,LgLG1b,166,39,10442,205,0
SApp10,JO-ED2_c,166,39,10442,205,0
SApp10,SNpp47,166,39,10442,205,0
SApp10,SNpp33,166,39,10442,205,0
SApp19,SNta29,50,155,10442,205,0
SNxx04,SNta29,50,155,10442,205,0
SNta04,SNta29,50,155,10442,205,0
TPMN1,"SApp09,SApp22",40,164,10443,204,0
BM_Taste,SApp08,92,112,10443,204,0
"SApp09,SApp22",SNxx15,164,40,10443,204,0
SNpp19,SNta37,97,107,10443,204,0
SApp10,SNxx25,166,38,10443,204,0
"SApp06,SApp15",SNta37,97,107,10443,204,0
"SNta11,SNta14",SNta29,49,155,10443,204,0
JO-EV3,SApp08,91,112,10444,203,0
"SApp09,SApp22",LgLG1b,164,39,10444,203,0
"SApp09,SApp22",JO-ED2_c,164,39,10444,203,0
"SApp09,SApp22",SNpp47,164,39,10444,203,0
"SApp09,SApp22",SNpp33,164,39,10444,203,0
SApp10,claw_tpGRN,166,37,10444,203,0
"SApp09,SApp22",SNxx25,164,38,10445,202,0
SApp10,JO-A2,166,36,10445,202,0
SApp10,SNpp16,166,36,10445,202,0
SApp10,SNxx14,166,36,10445,202,0
SApp10,SNch10,166,36,10445,202,0
SApp10,SNta18,166,36,10445,202,0
SAxx01,SNta29,47,155,10445,202,0
SNxx29,SNta29,47,155,10445,202,0
SNta29,SNta11,155,47,10445,202,0
"SApp09,SApp22",claw_tpGRN,164,37,10446,201,0
SApp10,ORN_DP1m,166,35,10446,201,0
aPhM2a,SNta29,46,155,10446,201,0
JO-mz,SNta29,46,155,10446,201,0
SNta03,SNta29,46,155,10446,201,0
SNxx33,SNpp52,116,85,10446,201,0
"SApp09,SApp22",JO-A2,164,36,10447,200,0
"SApp09,SApp22",SNpp16,164,36,10447,200,0
"SApp09,SApp22",SNxx14,164,36,10447,200,0
"SApp09,SApp22",SNch10,164,36,10447,200,0
"SApp09,SApp22",SNta18,164,36,10447,200,0
SNpp19,SNta21,97,103,10447,200,0
JO-EV1,SNxx33,84,116,10447,200,0
SApp10,ORN_VL2a,166,34,10447,200,0
SApp10,ORN_DA1,166,34,10447,200,0
SApp10,BM_Vib,166,34,10447,200,0
SApp10,PhG1c,166,34,10447,200,0
